A0029	Chũfāq bı nủo bébē da.	The baby is sleeping.		✔️	?	✔️
A0056	Nỉq ní dỉaqkūe da.	This monthly periodical is new.		✔️	✔️
A0057	Bủ nỉq ní dỉaqkūe da.	This monthly periodical is not new.		✔️	✔️
A0058	Gẻo díaqkūe da.	The monthly periodical is old.		✔️	✔️
A0059	Nỏaq dĩaq súq ba.	Read regularly!		✔️	✔️
A0061	Sủaıkōı jí dĩaq da.	I run regularly.		✔️	✔️
A0063	Chủq hó baq chủıhāq rào baq dỉosīao da.	He eats breakfast in the morning.
A0065	Mả chủq dĩaq súq moq.	Do you eat regularly?		✔️	✔️
A0080	Pủ jỉu jí tì ní gủa da.	I was born in this country.		✔️	✔️	✔️
A0101	Pủ gẻı jí bíkīnī tì néaqrēa da.	I wore the bikini at the beach.		✔️	✔️	✔️
A0107	Hẻ jỏe mỏaq jí da.	I have a good memory.		✔️	✔️
A0108	Hẻ bủ jỏe mỏaq jí da.	I don't have a good memory.		✔️	✔️
A0109	Hẻ nỉeq mỏaq jí da.	I have a bad memory.		✔️	✔️
A0140	Sỉao shíjūe níq nỉaq da.	January is the beginning of the new year.		✔️	✔️
A0141	Bủ dảqfāı nîaoshūa tì pó jí na rào baq gủjūe da.	It doesn't often snow in February where I am.
A0143	Chỏsōq jí júe säqjūe da.	I like the month that is March the most.		✔️	✔️
A0151	Tì pójī gủa rào tu dỉaıjūe bı lủaq púqjī sa gỉopōaq da.	In my country, every July we play with fireworks.		✔️	✔️
A0183	Lảo jí jóafāo da.	I am waiting for the weekend.		✔️	❌
A0186	Jỏaı súq chũfāq hı moq.	What are you looking for?		✔️	✔️
A0188	Rào kúaochāq bı cẻo jỏetāo jí ba.	May I start practising on Friday.		✔️	✔️
A0192	Bủ hóq dũafūı da.	It isn't, obviously.		✔️	✔️
A0200	Ní kảqhūa pa mỉorēo da.	This eye is blue.		✔️	✔️
A0203	Lỏq jẽaq kúa da.	The room is increasingly warm.		✔️	✔️
A0211	Hảı kảqgāı jí sa sỉu nỉ da.	I've already seen something like that.		✔️	❌
A0258	Shảo jí kûq súq sa lủa da.	I want you to tell a story.		✔️	✔️
A0288	Bủ sủao mâ mỏıjōe súq da.	It's not important if you are smart.		✔️	?
A0290	Mỏı shìu tâo ba.	Think before you do.		✔️	❌
A0331	Gỉ séoqtūe rào níchāq da.	The weather is good today.			❌
A0369	Lủı nỏaq jí cu sa cỉ kủepāq da.	I have read six chapters.			?
A0390	Hẻ chỏ hó baq chảı da.	He likes tea.			baq	✔️
A0392	Hủaq sủaı súq jí da.	You're faster than I am.			?
A0404	Mủaomē rèı búajīo da.	The house is surrounded by forest.			?
A0405	Rẻı sa mủaomē búajīo da.	The house is surrounded by forest.			✔️
A0433	Hẻ chỏq há ní chà hı rảı moq.	How to use this?			❌
A0440	Lẻ jỉa bủ fả hó da.	She probably won't go.
A0441	Mả rảq máq jí moq.	Is it related to me?			✔️
A0451	Jỉa nủo súq tì hı rảı moq.	Where will you sleep?			?
A0454	Rào púchāq, ju bủ gỉ hóq, bı chủq jí sa pủı da.	Yesterday, which incidentially wasn't good, I ate alot.
A0466	Dẻq tẻq jí sa pủı nủaı ta mûaqtūa go hó da.	I can pay a lot of money for killing him.			?
A0485	Tủao sủaı hó.	He isn't very fast.
A0491	Nîqdāo sıa rảı pa gỉ nỉqdāo da.	No news is good news.
A0493	Jẽojēo kủqbūaq jí shú tẻq da.	Indeed, I meant "teq."				✔️
A0498	Dảqfāı mỏı súq cúaq dẻ ba.	Think often about beauty.		✔️		✔️
A0499	Củaq rẻq hı rảı moq?	What is it to be human?
A0502	Kảqgāı ba, nỉjāotī pójī pảı da.	Look, here is my friend.
A0505	Chẻ chảocāq jí baq tảsī da	I'm a taxi driver.
A0509	Jảq gẻo nảqrēq hó da.	He is a very old man.
A0510	Jảq gẻo lỉqrēq hó da.	She is a very old woman.
A0511	Bủ dẻ ní pủq tủıfūa keo tủa fỏaq máq da.	These chairs aren't pretty but they are comfortable.
A0512	Séoqtūe pa cả lỏq rào níchāq da.	The weather is making it hot today.
A0538	Gỉ sẻoqtūe nãı da.	The weather is nice now.
A0540	Lủaq chũfāq déo tì tíeq da.	The children are playing on the path right now.
